"","STATION","STATION_NAME","DATE","PRCP","days","total.precip","max.flag","cooksd","tc.station"
"196","GHCND:USW00024227","OLYMPIA AIRPORT WA US","19941219",1.37,1994-12-19,3.37,"Normal",0.229523116301116,"PSL1"
"197","GHCND:USW00024227","OLYMPIA AIRPORT WA US","19941226",2.45,1994-12-26,2.83,"Normal",0.0547739437766249,"PSL1"
"198","GHCND:USW00024227","OLYMPIA AIRPORT WA US","19950218",2.08,1995-02-18,2.25,"Normal",0.0588143456415473,"PSL1"
"199","GHCND:USW00024227","OLYMPIA AIRPORT WA US","19960120",1,1996-01-20,3.64,"Normal",0.262610669570273,"PSL1"
"200","GHCND:USW00024227","OLYMPIA AIRPORT WA US","19960206",1.95,1996-02-06,3.68,"Normal",0.246797780112398,"PSL1"
"201","GHCND:USW00024227","OLYMPIA AIRPORT WA US","19960208",2.75,1996-02-08,2.11,"Normal",0.9945590915771,"PSL1"
"202","GHCND:USW00024227","OLYMPIA AIRPORT WA US","19960423",2.31,1996-04-23,3.9,"Normal",0.212553285705219,"PSL1"
"203","GHCND:USW00024227","OLYMPIA AIRPORT WA US","19961119",0.86,1996-11-19,0.08,"Normal",0.0423072236826696,"PSL1"
"204","GHCND:USW00024227","OLYMPIA AIRPORT WA US","19971030",2.04,1997-10-30,1.8,"Normal",0.181622751981237,"PSL1"
"205","GHCND:USW00024227","OLYMPIA AIRPORT WA US","19971216",2.57,1997-12-16,2.7,"Normal",0.177867018402534,"PSL1"
"206","GHCND:USW00024227","OLYMPIA AIRPORT WA US","19981113",2.59,1998-11-13,2.34,"Normal",0.439673327681087,"PSL1"
"207","GHCND:USW00024227","OLYMPIA AIRPORT WA US","19981120",2.42,1998-11-20,4,"Normal",0.211665246820941,"PSL1"
"208","GHCND:USW00024227","OLYMPIA AIRPORT WA US","19981124",0.52,1998-11-24,2.7,"Normal",0.0584152851398321,"PSL1"
"209","GHCND:USW00024227","OLYMPIA AIRPORT WA US","19981125",3.06,1998-11-25,3.4,"Normal",0.21877815150074,"PSL1"
"210","GHCND:USW00024227","OLYMPIA AIRPORT WA US","19990227",1.5,1999-02-27,1.33,"Normal",0.0510090260381839,"PSL1"
"211","GHCND:USW00024227","OLYMPIA AIRPORT WA US","19991112",1.3,1999-11-12,0.95,"Normal",0.0523217758585486,"PSL1"
"212","GHCND:USW00024227","OLYMPIA AIRPORT WA US","19991215",2.53,1999-12-15,2.96,"Normal",0.0516075248699664,"PSL1"
"213","GHCND:USW00024227","OLYMPIA AIRPORT WA US","19881229",2.03,1988-12-29,1.94,"Normal",0.0181986282986537,"PWD1"
"214","GHCND:USW00024227","OLYMPIA AIRPORT WA US","19891204",2.27,1989-12-04,2.09,"Normal",0.0493531439856663,"PWD1"
"215","GHCND:USW00024227","OLYMPIA AIRPORT WA US","19900210",1.22,1990-02-10,0.94,"Normal",0.0157767180758318,"PWD1"
"216","GHCND:USW00024227","OLYMPIA AIRPORT WA US","19901109",1.52,1990-11-09,2.4,"Normal",0.11257622952746,"PWD1"
"217","GHCND:USW00024227","OLYMPIA AIRPORT WA US","19901123",2.54,1990-11-23,3.61,"Normal",0.449617914573997,"PWD1"
"218","GHCND:USW00024227","OLYMPIA AIRPORT WA US","19901124",4.08,1990-11-24,4.89,"Normal",0.446953514685138,"PWD1"
"219","GHCND:USW00024227","OLYMPIA AIRPORT WA US","19910219",2.07,1991-02-19,2.51,"Normal",0.0321117723489308,"PWD1"
"220","GHCND:USW00024227","OLYMPIA AIRPORT WA US","19910302",0.92,1991-03-02,1.51,"Normal",0.0181069423450193,"PWD1"
"221","GHCND:USW00024227","OLYMPIA AIRPORT WA US","19910303",0.88,1991-03-03,1.51,"Normal",0.0193470701763873,"PWD1"
"222","GHCND:USW00024227","OLYMPIA AIRPORT WA US","19910403",1.82,1991-04-03,2.64,"Normal",0.132619503069335,"PWD1"
"223","GHCND:USW00024227","OLYMPIA AIRPORT WA US","19910404",3.11,1991-04-04,4.32,"Normal",0.861924952568697,"PWD1"
"224","GHCND:USW00024227","OLYMPIA AIRPORT WA US","19911116",0.54,1991-11-16,1.45,"Normal",0.0181911333795284,"PWD1"
"225","GHCND:USW00024227","OLYMPIA AIRPORT WA US","19911119",0.83,1991-11-19,1.83,"Normal",0.0473087516112863,"PWD1"
"226","GHCND:USW00024227","OLYMPIA AIRPORT WA US","19911124",0.9,1991-11-24,1.61,"Normal",0.0262559452096498,"PWD1"
"227","GHCND:USW00024227","OLYMPIA AIRPORT WA US","19911126",0.68,1991-11-26,1.47,"Normal",0.0198965560802434,"PWD1"
"228","GHCND:USW00024227","OLYMPIA AIRPORT WA US","19911205",1.45,1991-12-05,2.28,"Normal",0.0903198559407176,"PWD1"
"229","GHCND:USW00024227","OLYMPIA AIRPORT WA US","19920416",1.7,1992-04-16,3.55,"Normal",0.713818814150421,"PWD1"
"230","GHCND:USW00024227","OLYMPIA AIRPORT WA US","19920429",0.56,1992-04-29,1.45,"Normal",0.0184075424881,"PWD1"
"231","GHCND:USW00024227","OLYMPIA AIRPORT WA US","19920806",0.75,1992-08-06,0,"Normal",0.0283418788114018,"PWD1"
"232","GHCND:USW00024227","OLYMPIA AIRPORT WA US","19921121",1.79,1992-11-21,3.98,"Normal",1.13296007718859,"PWD1"
"233","GHCND:USW00024227","OLYMPIA AIRPORT WA US","19930120",1.21,1993-01-20,0.84,"Normal",0.0240141809449208,"PWD1"
"234","GHCND:USW00024227","OLYMPIA AIRPORT WA US","19940213",1.5,1994-02-13,1.95,"Normal",0.021833670008189,"PWD1"
"235","GHCND:USW00024227","OLYMPIA AIRPORT WA US","19941026",1.52,1994-10-26,1.25,"Normal",0.0264371431976503,"PWD1"
"236","GHCND:USW00024227","OLYMPIA AIRPORT WA US","19950218",2.08,1995-02-18,1.94,"Normal",0.0291192684800667,"PWD1"
"237","GHCND:USW00024227","OLYMPIA AIRPORT WA US","19951108",1.13,1995-11-08,1.84,"Normal",0.0399959087899975,"PWD1"
"238","GHCND:USW00024227","OLYMPIA AIRPORT WA US","19951129",2.37,1995-11-29,2.2,"Normal",0.053022409905793,"PWD1"
"239","GHCND:USW00024227","OLYMPIA AIRPORT WA US","19960205",1.32,1996-02-05,0.9,"Normal",0.0365440890590676,"PWD1"
"240","GHCND:USW00024227","OLYMPIA AIRPORT WA US","19960206",1.95,1996-02-06,0.58,"Normal",0.719464319385319,"PWD1"
"241","GHCND:USW00024227","OLYMPIA AIRPORT WA US","19960207",1.98,1996-02-07,1.6,"Normal",0.0874468727770486,"PWD1"
"242","GHCND:USW00024227","OLYMPIA AIRPORT WA US","19960208",2.75,1996-02-08,2.2,"Normal",0.359691054102476,"PWD1"
"243","GHCND:USW00024227","OLYMPIA AIRPORT WA US","19960423",2.31,1996-04-23,2.93,"Normal",0.0974961846997866,"PWD1"
"244","GHCND:USW00024227","OLYMPIA AIRPORT WA US","19961119",0.86,1996-11-19,0.29,"Normal",0.0229206256383259,"PWD1"
"245","GHCND:USW00024227","OLYMPIA AIRPORT WA US","19961229",0.01,1996-12-29,1.25,"Normal",0.0163739495157303,"PWD1"
"246","GHCND:USW00024227","OLYMPIA AIRPORT WA US","19970318",1.9,1997-03-18,2.26,"Normal",0.0158473267898483,"PWD1"
"247","GHCND:USW00024227","OLYMPIA AIRPORT WA US","19971216",2.57,1997-12-16,2.34,"Normal",0.0939636455722291,"PWD1"
"248","GHCND:USW00024227","OLYMPIA AIRPORT WA US","19980114",1.16,1998-01-14,1.75,"Normal",0.0274771094168242,"PWD1"
"249","GHCND:USW00024227","OLYMPIA AIRPORT WA US","19981113",2.59,1998-11-13,1.49,"Normal",0.948939168153453,"PWD1"
"250","GHCND:USW00024227","OLYMPIA AIRPORT WA US","19981120",2.42,1998-11-20,2.85,"Normal",0.0353786605434147,"PWD1"
"251","GHCND:USW00024227","OLYMPIA AIRPORT WA US","19981121",1.36,1998-11-21,1.1,"Normal",0.0186750190326491,"PWD1"
"252","GHCND:USW00024227","OLYMPIA AIRPORT WA US","19981207",1.13,1998-12-07,0.78,"Normal",0.018565227995351,"PWD1"
"253","GHCND:USW00024227","OLYMPIA AIRPORT WA US","19981227",2.58,1998-12-27,2.52,"Normal",0.0320757017718482,"PWD1"
"254","GHCND:USW00024227","OLYMPIA AIRPORT WA US","19991102",0,1999-11-02,1.26,"Normal",0.0173209780969367,"PWD1"
"255","GHCND:USW00024227","OLYMPIA AIRPORT WA US","19991125",1.66,1999-11-25,1.38,"Normal",0.0352110003251507,"PWD1"
"256","GHCND:USW00024227","OLYMPIA AIRPORT WA US","19991215",2.53,1999-12-15,2.15,"Normal",0.169016180590376,"PWD1"
"257","GHCND:USW00024227","OLYMPIA AIRPORT WA US","19881229",2.03,1988-12-29,1.76,"Normal",0.0647251930482648,"PWL1"
"258","GHCND:USW00024227","OLYMPIA AIRPORT WA US","19891108",0.92,1989-11-08,0.43,"Normal",0.0217116307980053,"PWL1"
"259","GHCND:USW00024227","OLYMPIA AIRPORT WA US","19901201",0.73,1990-12-01,0.05,"Normal",0.0235827180429561,"PWL1"
"260","GHCND:USW00024227","OLYMPIA AIRPORT WA US","19910219",2.07,1991-02-19,2.7,"Normal",0.0898728727386148,"PWL1"
"261","GHCND:USW00024227","OLYMPIA AIRPORT WA US","19910302",0.92,1991-03-02,1.63,"Normal",0.0290072394480382,"PWL1"
"262","GHCND:USW00024227","OLYMPIA AIRPORT WA US","19910403",1.82,1991-04-03,3.47,"Normal",0.681266722462935,"PWL1"
"263","GHCND:USW00024227","OLYMPIA AIRPORT WA US","19910404",3.11,1991-04-04,5.98,"Normal",6.57820291258914,"PWL1"
"264","GHCND:USW00024227","OLYMPIA AIRPORT WA US","19911119",0.83,1991-11-19,1.83,"Normal",0.0501464367233448,"PWL1"
"265","GHCND:USW00024227","OLYMPIA AIRPORT WA US","19911124",0.9,1991-11-24,1.61,"Normal",0.0278488361537864,"PWL1"
"266","GHCND:USW00024227","OLYMPIA AIRPORT WA US","19911126",0.68,1991-11-26,1.47,"Normal",0.0209628888771862,"PWL1"
"267","GHCND:USW00024227","OLYMPIA AIRPORT WA US","19911205",1.45,1991-12-05,2.28,"Normal",0.0957712599729594,"PWL1"
"268","GHCND:USW00024227","OLYMPIA AIRPORT WA US","19920123",1.25,1992-01-23,1.99,"Normal",0.0561221353095,"PWL1"
"269","GHCND:USW00024227","OLYMPIA AIRPORT WA US","19920127",1.48,1992-01-27,2.35,"Normal",0.110737927824279,"PWL1"
"270","GHCND:USW00024227","OLYMPIA AIRPORT WA US","19920128",1.32,1992-01-28,2.16,"Normal",0.0827283550672729,"PWL1"
"271","GHCND:USW00024227","OLYMPIA AIRPORT WA US","19920416",1.7,1992-04-16,3.55,"Normal",0.761959582649511,"PWL1"
"272","GHCND:USW00024227","OLYMPIA AIRPORT WA US","19920629",0.57,1992-06-29,1.49,"Normal",0.0212016325375347,"PWL1"
"273","GHCND:USW00024227","OLYMPIA AIRPORT WA US","19921121",1.79,1992-11-21,2.76,"Normal",0.201543840565735,"PWL1"
"274","GHCND:USW00024227","OLYMPIA AIRPORT WA US","19921210",1.15,1992-12-10,1.65,"Normal",0.0193831091566988,"PWL1"
"275","GHCND:USW00024227","OLYMPIA AIRPORT WA US","19941031",2.95,1994-10-31,2.84,"Normal",0.0871520262205594,"PWL1"
"276","GHCND:USW00024227","OLYMPIA AIRPORT WA US","19941130",2.5,1994-11-30,2.21,"Normal",0.129181279180525,"PWL1"
"277","GHCND:USW00024227","OLYMPIA AIRPORT WA US","19951108",1.13,1995-11-08,1.8,"Normal",0.0372093061669367,"PWL1"
"278","GHCND:USW00024227","OLYMPIA AIRPORT WA US","19951127",1.07,1995-11-27,0.68,"Normal",0.0209530399054229,"PWL1"
"279","GHCND:USW00024227","OLYMPIA AIRPORT WA US","19951129",2.37,1995-11-29,2.89,"Normal",0.0634016168673223,"PWL1"
"280","GHCND:USW00024227","OLYMPIA AIRPORT WA US","19960206",1.95,1996-02-06,1.85,"Normal",0.0198408415766671,"PWL1"
"281","GHCND:USW00024227","OLYMPIA AIRPORT WA US","19960207",1.98,1996-02-07,1.82,"Normal",0.0324526320229126,"PWL1"
"282","GHCND:USW00024227","OLYMPIA AIRPORT WA US","19961119",0.86,1996-11-19,0.31,"Normal",0.0228787707542174,"PWL1"
"283","GHCND:USW00024227","OLYMPIA AIRPORT WA US","19961229",0.01,1996-12-29,1.79,"Normal",0.0315227316843716,"PWL1"
"284","GHCND:USW00024227","OLYMPIA AIRPORT WA US","19961231",1.63,1996-12-31,1.35,"Normal",0.0369362509038686,"PWL1"
"285","GHCND:USW00024227","OLYMPIA AIRPORT WA US","19970218",1.06,1997-02-18,0.67,"Normal",0.0204824531523904,"PWL1"
"286","GHCND:USW00024227","OLYMPIA AIRPORT WA US","19970318",1.9,1997-03-18,1.49,"Normal",0.0969478388109553,"PWL1"
"287","GHCND:USW00024227","OLYMPIA AIRPORT WA US","19970319",1.51,1997-03-19,1.22,"Normal",0.0316069326636111,"PWL1"
"288","GHCND:USW00024227","OLYMPIA AIRPORT WA US","19970419",1.58,1997-04-19,1.36,"Normal",0.0243952539566079,"PWL1"
"289","GHCND:USW00024227","OLYMPIA AIRPORT WA US","19970826",0.92,1997-08-26,0.44,"Normal",0.0209385161720077,"PWL1"
"290","GHCND:USW00024227","OLYMPIA AIRPORT WA US","19971216",2.57,1997-12-16,2.01,"Normal",0.344424055914205,"PWL1"
"291","GHCND:USW00024227","OLYMPIA AIRPORT WA US","19980105",1.46,1998-01-05,1,"Normal",0.0590799445147589,"PWL1"
"292","GHCND:USW00024227","OLYMPIA AIRPORT WA US","19941027",0.76,1994-10-27,1.26,"Normal",0.151238175920674,"PWL3"
"293","GHCND:USW00024227","OLYMPIA AIRPORT WA US","19941130",2.5,1994-11-30,1.99,"Normal",0.662103059084547,"PWL3"
"294","GHCND:USW00024227","OLYMPIA AIRPORT WA US","19941226",2.45,1994-12-26,2.47,"Normal",0.255158318500626,"PWL3"
"295","GHCND:USW00024227","OLYMPIA AIRPORT WA US","19950219",1.64,1995-02-19,1.95,"Normal",0.459997941526386,"PWL3"
"296","GHCND:USW00024227","OLYMPIA AIRPORT WA US","19951108",1.13,1995-11-08,1.41,"Normal",0.145398918724579,"PWL3"
"297","GHCND:USW00024227","OLYMPIA AIRPORT WA US","19960206",1.95,1996-02-06,1.56,"Normal",0.2152759701069,"PWL3"
"298","GHCND:USW00024227","OLYMPIA AIRPORT WA US","19960207",1.98,1996-02-07,1.59,"Normal",0.218607170143802,"PWL3"
"299","GHCND:USW00024227","OLYMPIA AIRPORT WA US","19960422",1.36,1996-04-22,1.67,"Normal",0.276310373922709,"PWL3"
"300","GHCND:USW00024227","OLYMPIA AIRPORT WA US","19960423",2.31,1996-04-23,2.3,"Normal",0.142641256263676,"PWL3"
